filt,dist,age,feh,age_bin,feh_meas_mean,feh_meas_std,feh_meas_median,massdiff_mean,massdiff_std,massdiff_median
WFIRST_X606,4,9.5,-2.2,9.1,-0.505,0.7731267683892468,0.0,3.99999999999956e-05,7.99999999999912e-05,0.0
WFIRST_X606,4,9.5,-2.2,9.15,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-2.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-2.2,9.25,-0.175,0.525,0.0,9.9999999999989e-06,2.9999999999996697e-05,0.0
WFIRST_X606,4,9.5,-2.2,9.3,-0.37,0.7413501197140255,0.0,0.0001499999999999946,0.0004177319714840957,0.0
WFIRST_X606,4,9.5,-2.2,9.35,-0.41999999999999993,0.8402975663418286,0.0,0.0003099999999999992,0.0008971621926942764,0.0
WFIRST_X606,4,9.5,-2.2,9.4,-0.6249999999999999,0.9550523545858625,0.0,0.0009600000000000053,0.0028468227904104096,0.0
WFIRST_X606,4,9.5,-2.2,9.45,-0.44000000000000006,0.8802840450672725,0.0,0.0007500000000000062,0.0015717824276915795,0.0
WFIRST_X606,4,9.5,-2.2,9.5,-2.1976,0.001356465996625166,-2.197,0.9700300000000001,0.018759160428974415,0.9697
WFIRST_X606,4,9.5,-2.2,9.55,-1.8,0.9,-2.25,0.022799999999999997,0.022196666416378835,0.0194
WFIRST_X606,4,9.5,-2.2,9.6,-0.675,1.031079531365064,0.0,0.004739999999999999,0.009117038993006445,0.0
WFIRST_X606,4,9.5,-2.2,9.65,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-2.2,9.7,-0.45,0.9,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-2.2,9.75,-0.45,0.9,0.0,0.00010999999999998789,0.00022113344387493544,0.0
WFIRST_X606,4,9.5,-1.8,8.6,-0.065,0.19499999999999998,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-1.8,8.65,-0.13,0.26000000000000006,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-1.8,8.7,-0.08499999999999999,0.255,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-1.8,8.75,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-1.8,8.8,-0.19,0.38000000000000006,0.0,2.9999999999996697e-05,8.999999999999009e-05,0.0
WFIRST_X606,4,9.5,-1.8,8.85,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-1.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-1.8,8.95,-0.145,0.435,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-1.8,9.0,-0.3076,0.6152234065768305,0.0,2.99999999999967e-05,6.403124237432144e-05,0.0
WFIRST_X606,4,9.5,-1.8,9.05,-0.155,0.46499999999999997,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-1.8,9.1,-0.32,0.6403905058634146,0.0,4.00000000000067e-05,9.165151389913819e-05,0.0
WFIRST_X606,4,9.5,-1.8,9.15,-0.32,0.6403905058634146,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-1.8,9.2,-0.16499999999999998,0.49499999999999994,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-1.8,9.25,-0.145,0.435,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-1.8,9.3,-1.2951,0.859544117541386,-1.8005,0.00041999999999998706,0.000481248376620628,0.00029999999999996696
WFIRST_X606,4,9.5,-1.8,9.35,-0.15999999999999998,0.49689032995219373,0.0,1.000000000001e-05,3.0000000000029996e-05,0.0
WFIRST_X606,4,9.5,-1.8,9.4,-0.6990999999999999,0.8617745006670828,0.0,0.001519999999999988,0.0032279405198980863,0.0
